example_idx,age,work_class,education,education_num,marital_status,occupation,role_in_family,capital_gain,work_hours_per_week,gender,race,true_label,ans_1,ans_2,ans_3,ans_4,ans_5,ans_6,ans_7,ans_8,ans_9,ans_10,ans_11,worker_id_1,worker_id_2,worker_id_3,worker_id_4,worker_id_5,worker_id_6,worker_id_7,worker_id_8,worker_id_9,worker_id_10,worker_id_11
1916,17,Private,High-school,6,Never-married,Other-service,Child,0,14,Male,White,-1,2,1,2,1,3,2,1,2,1,4,1,worker_40,worker_616,worker_439,worker_129,worker_613,worker_164,worker_337,worker_289,worker_81,worker_500,worker_640
1917,20,Private,High-school-grad,9,Never-married,Farming-fishing,Child,0,40,Male,White,-1,2,2,1,2,2,3,2,1,2,2,2,worker_640,worker_55,worker_173,worker_113,worker_253,worker_394,worker_42,worker_437,worker_474,worker_225,worker_134
1918,43,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,40,Male,White,-1,4,4,4,4,3,3,4,2,4,4,3,worker_5,worker_294,worker_136,worker_80,worker_533,worker_224,worker_184,worker_444,worker_318,worker_272,worker_270
1919,31,State-gov,Assoc-acdm,12,Never-married,Adm-clerical,Child,0,45,Female,Black,-1,2,3,3,2,3,2,3,4,2,3,3,worker_286,worker_421,worker_45,worker_292,worker_640,worker_425,worker_379,worker_109,worker_410,worker_458,worker_31
1920,31,Private,Some-college,10,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,2,2,3,3,3,2,4,2,2,2,3,worker_30,worker_350,worker_646,worker_442,worker_342,worker_640,worker_94,worker_169,worker_115,worker_114,worker_451
1921,25,Private,Bachelors,13,Never-married,Other-service,Other-relative,0,40,Male,White,-1,2,2,4,3,3,4,3,4,3,2,2,worker_381,worker_653,worker_379,worker_640,worker_571,worker_510,worker_170,worker_421,worker_467,worker_347,worker_557
1922,59,Local-gov,High-school,6,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,1,2,2,2,3,1,3,2,3,3,3,worker_205,worker_578,worker_354,worker_289,worker_577,worker_640,worker_261,worker_169,worker_226,worker_540,worker_249
1923,27,Self-employed (not inc.),Some-college,10,Never-married,Other-service,Not-in-family,0,40,Male,Black,-1,3,2,4,2,3,3,2,3,2,3,4,worker_133,worker_640,worker_431,worker_227,worker_112,worker_362,worker_481,worker_423,worker_169,worker_55,worker_46
1924,18,Private,High-school-grad,9,Never-married,Transport-moving,Child,1055,25,Male,White,-1,1,1,2,1,2,1,4,1,1,2,3,worker_640,worker_292,worker_253,worker_587,worker_643,worker_479,worker_98,worker_573,worker_181,worker_96,worker_179
1925,33,Private,High-school-grad,9,Civilian spouse,Machine-op-inspct,Husband,0,40,Male,White,-1,2,2,3,3,3,1,2,3,2,2,3,worker_30,worker_350,worker_646,worker_442,worker_342,worker_640,worker_94,worker_169,worker_115,worker_114,worker_451
1926,49,Private,High-school-grad,9,Divorced,Machine-op-inspct,Not-in-family,0,40,Female,Black,-1,2,4,2,2,2,1,3,3,1,3,2,worker_176,worker_233,worker_479,worker_292,worker_420,worker_181,worker_130,worker_640,worker_571,worker_96,worker_253
1927,40,Private,Assoc-voc,11,Never-married,Transport-moving,Not-in-family,0,32,Male,White,-1,2,3,1,2,2,1,3,1,3,2,2,worker_482,worker_589,worker_119,worker_114,worker_469,worker_640,worker_50,worker_389,worker_317,worker_60,worker_78
1928,32,Private,High-school-grad,9,Never-married,Machine-op-inspct,Other-relative,0,40,Male,Black,-1,1,2,2,2,1,2,4,2,3,1,4,worker_274,worker_478,worker_502,worker_332,worker_640,worker_455,worker_47,worker_169,worker_199,worker_644,worker_215
1929,62,Private,High-school-grad,9,Civilian spouse,Machine-op-inspct,Husband,0,40,Male,White,-1,4,3,4,1,2,2,2,3,4,2,2,worker_513,worker_505,worker_44,worker_54,worker_554,worker_27,worker_640,worker_55,worker_19,worker_212,worker_144
1930,23,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,30,Male,White,-1,2,3,1,3,3,2,3,1,2,3,3,worker_253,worker_169,worker_640,worker_610,worker_346,worker_6,worker_145,worker_646,worker_288,worker_421,worker_368
1931,27,Private,High-school,7,Civilian spouse,Machine-op-inspct,Husband,0,42,Male,White,-1,2,2,3,2,2,2,2,2,3,2,2,worker_640,worker_55,worker_173,worker_113,worker_253,worker_394,worker_42,worker_437,worker_474,worker_225,worker_134
1932,37,Private,High-school-grad,9,Civilian spouse,Adm-clerical,Husband,0,42,Male,White,-1,4,3,4,1,3,2,1,2,1,2,2,worker_44,worker_518,worker_253,worker_640,worker_96,worker_355,worker_134,worker_571,worker_556,worker_387,worker_501
1933,37,Federal-gov,High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,4,3,3,3,2,4,3,3,2,2,2,worker_253,worker_136,worker_511,worker_38,worker_412,worker_304,worker_446,worker_320,worker_571,worker_640,worker_139
1934,41,Self-employed (inc.),High-school,6,Civilian spouse,Exec-managerial,Husband,0,50,Male,White,-1,3,2,2,3,3,3,3,3,3,3,3,worker_271,worker_55,worker_640,worker_577,worker_171,worker_286,worker_629,worker_391,worker_325,worker_528,worker_620
1935,17,Private,High-school,7,Never-married,Sales,Not-in-family,0,20,Female,White,-1,1,2,1,1,1,1,1,1,1,3,1,worker_466,worker_455,worker_234,worker_547,worker_125,worker_157,worker_640,worker_296,worker_194,worker_421,worker_217
1936,29,Private,High-school-grad,9,Separated,Other-service,Not-in-family,0,40,Female,White,-1,1,2,3,3,1,1,3,3,3,1,2,worker_205,worker_578,worker_354,worker_289,worker_577,worker_640,worker_261,worker_169,worker_226,worker_540,worker_249
1937,35,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Child,0,40,Male,White,-1,4,2,4,3,3,4,3,4,4,4,4,worker_96,worker_571,worker_519,worker_253,worker_348,worker_377,worker_640,worker_641,worker_524,worker_66,worker_309
1938,43,State-gov,High-school-grad,9,Civilian spouse,Prof-specialty,Husband,0,40,Male,White,-1,1,1,4,4,4,3,3,2,1,3,3,worker_640,worker_292,worker_253,worker_587,worker_643,worker_479,worker_98,worker_573,worker_181,worker_96,worker_179
1939,23,Private,High-school-grad,9,Never-married,Sales,Child,0,35,Male,White,-1,2,2,2,3,1,3,2,1,3,3,1,worker_568,worker_201,worker_117,worker_438,worker_345,worker_86,worker_443,worker_111,worker_372,worker_613,worker_566
1940,28,Private,High-school-grad,9,Civilian spouse,Transport-moving,Husband,0,40,Male,White,-1,2,2,2,2,3,3,3,3,3,2,1,worker_253,worker_52,worker_326,worker_111,worker_618,worker_104,worker_329,worker_646,worker_421,worker_43,worker_640
1941,30,Private,High-school-grad,9,Civilian spouse,Transport-moving,Husband,5013,40,Male,White,-1,3,4,3,4,2,3,3,4,3,3,3,worker_640,worker_37,worker_123,worker_617,worker_571,worker_380,worker_196,worker_564,worker_96,worker_124,worker_253
1942,23,Private,High-school-grad,9,Never-married,Handlers-cleaners,Child,0,38,Male,White,-1,1,1,2,2,1,1,2,2,3,1,3,worker_205,worker_578,worker_354,worker_289,worker_577,worker_640,worker_261,worker_169,worker_226,worker_540,worker_249
1943,33,Federal-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,0,50,Male,White,-1,3,3,4,4,2,2,3,4,3,3,4,worker_640,worker_484,worker_230,worker_255,worker_286,worker_654,worker_28,worker_48,worker_445,worker_382,worker_313
1944,20,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,0,40,Female,White,-1,1,1,3,3,1,1,2,2,2,1,2,worker_244,worker_549,worker_52,worker_157,worker_577,worker_626,worker_191,worker_640,worker_583,worker_449,worker_225
1945,40,Private,Some-college,10,Civilian spouse,Machine-op-inspct,Husband,0,45,Male,White,-1,2,3,1,2,3,3,4,3,2,3,2,worker_640,worker_193,worker_155,worker_579,worker_253,worker_263,worker_376,worker_505,worker_497,worker_169,worker_273
1946,28,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,0,40,Female,Black,-1,2,4,3,2,3,2,1,1,3,2,3,worker_69,worker_421,worker_179,worker_63,worker_563,worker_640,worker_494,worker_645,worker_291,worker_571,worker_398
1947,27,Private,Bachelors,13,Never-married,Sales,Not-in-family,0,40,Female,White,-1,2,2,4,2,3,4,4,2,3,3,2,worker_571,worker_206,worker_180,worker_45,worker_96,worker_291,worker_287,worker_262,worker_87,worker_640,worker_442
1948,31,State-gov,Assoc-voc,11,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,2,2,3,3,1,4,4,2,3,2,2,worker_169,worker_427,worker_508,worker_447,worker_180,worker_191,worker_35,worker_572,worker_476,worker_640,worker_340
1949,51,Self-employed (not inc.),Bachelors,13,Civilian spouse,Exec-managerial,Husband,0,70,Male,White,-1,2,4,3,3,3,4,4,4,3,4,2,worker_182,worker_373,worker_357,worker_449,worker_640,worker_455,worker_204,worker_190,worker_3,worker_70,worker_132
1950,27,Private,Some-college,10,Never-married,Other-service,Not-in-family,0,38,Male,White,-1,1,1,1,1,2,2,2,1,2,2,3,worker_585,worker_383,worker_590,worker_455,worker_169,worker_401,worker_390,worker_381,worker_586,worker_640,worker_550
1951,36,Private,High-school,6,Never-married,Craft-repair,Not-in-family,0,40,Male,White,-1,4,3,4,1,3,3,1,3,2,3,1,worker_513,worker_505,worker_44,worker_54,worker_554,worker_27,worker_640,worker_55,worker_19,worker_212,worker_144
1952,62,Without-pay,Assoc-acdm,12,Civilian spouse,Farming-fishing,Husband,0,50,Male,White,-1,2,3,3,1,1,3,4,1,3,2,1,worker_361,worker_369,worker_225,worker_634,worker_209,worker_279,worker_523,worker_173,worker_640,worker_18,worker_55
1953,32,Private,High-school-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,40,Male,White,-1,2,3,2,2,3,1,1,2,2,3,2,worker_593,worker_424,worker_504,worker_185,worker_74,worker_640,worker_577,worker_562,worker_103,worker_247,worker_169
1954,32,Local-gov,Some-college,10,Civilian spouse,Other-service,Husband,0,40,Male,White,-1,2,2,3,3,2,1,2,3,3,4,2,worker_266,worker_253,worker_306,worker_131,worker_640,worker_243,worker_646,worker_367,worker_570,worker_421,worker_479
1955,56,Self-employed (not inc.),Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,20,Male,White,-1,2,3,2,1,3,1,2,3,3,3,1,worker_323,worker_106,worker_128,worker_393,worker_591,worker_292,worker_330,worker_400,worker_178,worker_374,worker_640
1956,31,Private,Some-college,10,Never-married,Other-service,Unmarried,0,40,Female,Black,-1,2,2,4,3,2,2,2,2,1,2,2,worker_30,worker_350,worker_646,worker_442,worker_342,worker_640,worker_94,worker_169,worker_115,worker_114,worker_451
1957,67,Self-employed (inc.),High-school,8,Civilian spouse,Exec-managerial,Husband,0,20,Male,White,-1,3,4,2,4,4,2,3,1,2,2,1,worker_55,worker_602,worker_267,worker_59,worker_11,worker_639,worker_582,worker_640,worker_171,worker_353,worker_555
1958,36,Private,High-school-grad,9,Civilian spouse,Craft-repair,Husband,0,45,Male,White,-1,2,4,3,3,2,4,3,1,4,3,4,worker_568,worker_201,worker_117,worker_438,worker_345,worker_86,worker_443,worker_111,worker_372,worker_613,worker_566
1959,17,Private,High-school,6,Never-married,Other-service,Child,0,15,Male,White,-1,2,1,3,2,1,2,2,1,1,3,1,worker_413,worker_640,worker_169,worker_211,worker_220,worker_253,worker_55,worker_64,worker_543,worker_464,worker_173
1960,39,Private,High-school,6,Separated,Machine-op-inspct,Child,0,40,Male,White,-1,4,4,2,3,1,1,4,2,3,4,3,worker_253,worker_32,worker_283,worker_632,worker_640,worker_571,worker_233,worker_292,worker_428,worker_256,worker_95
1961,22,Private,Some-college,10,Civilian spouse,Exec-managerial,Wife,0,40,Female,White,-1,4,3,3,1,2,3,2,3,4,3,3,worker_513,worker_505,worker_44,worker_54,worker_554,worker_27,worker_640,worker_55,worker_19,worker_212,worker_144
1962,26,Private,Some-college,10,Civilian spouse,Sales,Husband,0,60,Male,White,-1,3,4,3,4,4,2,3,2,3,3,3,worker_40,worker_616,worker_439,worker_129,worker_613,worker_164,worker_337,worker_289,worker_81,worker_500,worker_640
1963,23,Private,High-school-grad,9,Never-married,Farming-fishing,Not-in-family,0,45,Male,White,-1,2,2,1,2,2,3,2,1,3,3,1,worker_599,worker_301,worker_640,worker_546,worker_253,worker_316,worker_646,worker_649,worker_400,worker_479,worker_611
1964,38,Private,Prim-middle-school,4,Civilian spouse,Craft-repair,Husband,3781,78,Male,White,-1,3,2,4,3,4,4,2,2,3,1,2,worker_271,worker_55,worker_640,worker_577,worker_171,worker_286,worker_629,worker_391,worker_325,worker_528,worker_620
1965,19,Private,Some-college,10,Never-married,Other-service,Child,0,25,Female,White,-1,2,2,1,4,2,1,1,3,2,3,3,worker_171,worker_339,worker_297,worker_475,worker_655,worker_169,worker_640,worker_311,worker_406,worker_159,worker_403
1966,28,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,2202,50,Female,White,-1,2,4,3,3,2,3,4,3,3,4,4,worker_253,worker_169,worker_640,worker_610,worker_346,worker_6,worker_145,worker_646,worker_288,worker_421,worker_368
1967,22,Private,High-school-grad,9,Never-married,Prof-specialty,Not-in-family,0,40,Female,White,-1,2,3,1,2,2,3,1,2,3,3,2,worker_599,worker_301,worker_640,worker_546,worker_253,worker_316,worker_646,worker_649,worker_400,worker_479,worker_611
1968,17,Private,High-school,6,Never-married,Other-service,Child,0,15,Female,White,-1,2,2,4,1,1,2,1,2,3,2,1,worker_563,worker_460,worker_379,worker_404,worker_298,worker_20,worker_187,worker_186,worker_260,worker_421,worker_26
1969,25,Local-gov,Bachelors,13,Never-married,Prof-specialty,Child,0,40,Female,White,-1,3,4,4,3,2,3,2,4,4,3,3,worker_419,worker_284,worker_316,worker_640,worker_88,worker_185,worker_293,worker_109,worker_598,worker_602,worker_421
1970,21,Private,Some-college,10,Never-married,Exec-managerial,Unmarried,0,30,Female,White,-1,3,1,2,2,1,3,2,3,3,3,1,worker_243,worker_646,worker_169,worker_253,worker_640,worker_563,worker_5,worker_432,worker_1,worker_106,worker_216
1971,22,Private,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,0,35,Female,Black,-1,3,1,2,3,1,1,1,2,2,1,2,worker_14,worker_548,worker_253,worker_342,worker_383,worker_571,worker_640,worker_181,worker_73,worker_527,worker_310
1972,25,Private,Assoc-voc,11,Civilian spouse,Craft-repair,Husband,0,45,Male,White,-1,2,2,3,2,2,3,2,3,3,2,2,worker_274,worker_478,worker_502,worker_332,worker_640,worker_455,worker_47,worker_169,worker_199,worker_644,worker_215
1973,63,Private,Some-college,10,Civilian spouse,Prof-specialty,Husband,0,40,Male,White,-1,3,2,2,4,3,3,4,2,4,4,4,worker_479,worker_592,worker_542,worker_256,worker_640,worker_316,worker_253,worker_563,worker_646,worker_96,worker_175
1974,31,Private,High-school-grad,9,Divorced,Other-service,Not-in-family,0,25,Female,White,-1,2,4,2,4,1,2,3,1,2,1,2,worker_55,worker_602,worker_267,worker_59,worker_11,worker_639,worker_582,worker_640,worker_171,worker_353,worker_555
1975,22,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,50,Male,White,-1,2,4,3,3,3,4,1,3,3,3,3,worker_253,worker_136,worker_511,worker_38,worker_412,worker_304,worker_446,worker_320,worker_571,worker_640,worker_139
1976,18,Private,High-school,7,Never-married,Sales,Child,0,25,Male,White,-1,2,2,3,1,1,3,1,2,3,3,1,worker_633,worker_55,worker_71,worker_286,worker_173,worker_635,worker_640,worker_126,worker_172,worker_382,worker_557
1977,28,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,2174,50,Male,Black,-1,3,3,3,3,4,3,4,4,4,4,2,worker_571,worker_206,worker_180,worker_45,worker_96,worker_291,worker_287,worker_262,worker_87,worker_640,worker_442
1978,28,Private,Some-college,10,Civilian spouse,Sales,Husband,0,40,Male,White,-1,2,3,3,3,3,2,2,4,3,4,3,worker_253,worker_195,worker_421,worker_265,worker_580,worker_646,worker_493,worker_179,worker_169,worker_44,worker_479
1979,40,Local-gov,Masters,14,Never-married,Adm-clerical,Not-in-family,0,35,Female,White,-1,3,3,2,2,4,4,2,3,4,2,1,worker_323,worker_106,worker_128,worker_393,worker_591,worker_292,worker_330,worker_400,worker_178,worker_374,worker_640
1980,46,State-gov,High-school-grad,9,Never-married,Other-service,Not-in-family,0,40,Female,Black,-1,4,3,2,1,2,4,2,3,2,3,4,worker_433,worker_421,worker_30,worker_640,worker_94,worker_301,worker_68,worker_145,worker_414,worker_563,worker_479
1981,34,Private,Masters,14,Never-married,Exec-managerial,Unmarried,0,50,Female,White,-1,4,4,3,4,3,4,3,4,4,3,3,worker_650,worker_627,worker_52,worker_371,worker_86,worker_360,worker_640,worker_29,worker_222,worker_16,worker_118
1982,43,Private,Bachelors,13,Civilian spouse,Craft-repair,Husband,0,40,Male,White,-1,3,4,2,3,3,4,3,2,4,2,3,worker_286,worker_379,worker_45,worker_292,worker_571,worker_463,worker_442,worker_65,worker_291,worker_314,worker_640
1983,17,Private,High-school,6,Never-married,Sales,Child,0,24,Female,White,-1,1,3,1,1,1,1,1,1,1,3,1,worker_466,worker_455,worker_234,worker_547,worker_125,worker_157,worker_640,worker_296,worker_194,worker_421,worker_217
1984,46,Private,Some-college,10,Divorced,Sales,Unmarried,0,40,Female,White,-1,3,3,3,2,2,2,2,2,3,2,3,worker_69,worker_421,worker_179,worker_63,worker_563,worker_640,worker_494,worker_645,worker_291,worker_571,worker_398
1985,40,State-gov,Masters,14,Never-married,Craft-repair,Not-in-family,0,80,Male,White,-1,2,4,3,4,4,3,4,2,4,4,4,worker_300,worker_90,worker_514,worker_14,worker_107,worker_58,worker_144,worker_557,worker_105,worker_92,worker_307
1986,68,Private,High-school-grad,9,Widowed,Machine-op-inspct,Not-in-family,0,28,Female,White,-1,2,1,1,3,1,2,1,1,1,2,3,worker_640,worker_103,worker_122,worker_396,worker_571,worker_303,worker_181,worker_119,worker_96,worker_9,worker_253
1987,24,Private,Assoc-voc,11,Civilian spouse,Other-service,Husband,0,20,Male,White,-1,2,2,1,3,2,1,3,1,2,3,4,worker_253,worker_169,worker_640,worker_610,worker_346,worker_6,worker_145,worker_646,worker_288,worker_421,worker_368
1988,35,Self-employed (not inc.),High-school-grad,9,Married-spouse-absent,Other-service,Not-in-family,0,40,Female,White,-1,2,2,3,4,1,3,2,2,4,1,1,worker_36,worker_453,worker_379,worker_291,worker_34,worker_44,worker_563,worker_435,worker_239,worker_62,worker_571
1989,24,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,40,Male,White,-1,3,2,3,3,1,2,2,3,2,2,2,worker_441,worker_55,worker_61,worker_488,worker_173,worker_165,worker_13,worker_640,worker_507,worker_275,worker_308
1990,41,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,0,40,Male,White,-1,2,2,3,3,1,3,1,1,3,2,2,worker_576,worker_110,worker_606,worker_529,worker_621,worker_581,worker_477,worker_418,worker_454,worker_539,worker_86
1991,90,Private,High-school-grad,9,Widowed,Transport-moving,Unmarried,0,99,Male,White,-1,4,1,4,3,2,3,3,2,1,4,4,worker_203,worker_171,worker_253,worker_202,worker_120,worker_490,worker_173,worker_55,worker_141,worker_605,worker_640
1992,20,Private,High-school-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,40,Male,White,-1,2,4,2,2,2,2,2,2,4,1,1,worker_286,worker_379,worker_45,worker_292,worker_571,worker_463,worker_442,worker_65,worker_291,worker_314,worker_640
1993,39,State-gov,Bachelors,13,Civilian spouse,Prof-specialty,Husband,0,40,Male,White,-1,4,4,3,4,3,3,3,2,4,3,3,worker_150,worker_96,worker_292,worker_208,worker_637,worker_611,worker_571,worker_346,worker_253,worker_640,worker_103
1994,55,Private,Assoc-voc,11,Civilian spouse,Machine-op-inspct,Husband,0,40,Male,White,-1,4,2,3,3,2,2,4,2,3,3,2,worker_441,worker_55,worker_61,worker_488,worker_173,worker_165,worker_13,worker_640,worker_507,worker_275,worker_308
1995,26,Private,Some-college,10,Civilian spouse,Sales,Husband,0,50,Male,White,-1,3,3,2,4,3,3,3,2,3,3,3,worker_571,worker_397,worker_352,worker_379,worker_365,worker_312,worker_510,worker_640,worker_121,worker_637,worker_291
1996,48,Private,Bachelors,13,Divorced,Priv-house-serv,Not-in-family,0,44,Female,White,-1,1,4,3,4,2,2,3,3,3,4,4,worker_571,worker_397,worker_352,worker_379,worker_365,worker_312,worker_510,worker_640,worker_121,worker_637,worker_291
1997,74,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,9,Female,White,-1,1,2,1,1,2,2,3,4,2,2,2,worker_640,worker_193,worker_155,worker_579,worker_253,worker_263,worker_376,worker_505,worker_497,worker_169,worker_273
